Exercise_1,Exercise_2,Exercise_3,Exercise_4,Exercise_5,Exercise_6,Exercise_7,Exercise_8,Exercise_9,Exercise_10,Exercise_11,Exercise_12,Exercise_13,Exercise_14,Exercise_15,InjuryScore
3,4,4,6,5,9,10,10,7,9,6,9,11,12,13,0.20944422976997923
14,16,16,18,20,18,19,20,19,19,17,17,23,23,22,0.8497746874394064
16,15,16,20,17,18,17,18,17,18,19,17,23,22,23,0.5951675792099184
2,2,1,5,5,7,8,5,9,6,8,10,13,13,11,0.16043048666565607
15,15,15,18,18,20,20,18,20,18,20,18,23,23,23,0.6630372393701124
1,2,4,7,10,5,6,7,6,8,10,9,13,13,13,0.0004281230074637543
15,14,16,18,20,19,19,18,20,19,19,18,23,23,23,0.5832203375137331
1,3,2,9,10,9,7,5,9,9,10,9,11,13,11,0.18505220273498368
15,16,16,17,19,17,20,20,18,20,19,18,23,23,21,0.6428829539785843
1,3,3,10,9,6,9,6,8,8,6,6,13,11,13,0.06037435140112202
15,14,15,19,18,18,18,19,17,18,20,19,22,23,21,0.7116749748706679
2,1,4,10,7,7,10,10,5,9,8,10,12,12,13,0.383216357751362
2,3,4,10,7,6,8,6,10,10,8,10,12,13,12,0.29188005195092237
14,14,15,18,17,17,20,19,19,20,18,17,22,21,22,0.9284456748554899
1,1,1,6,7,9,10,7,6,6,9,8,11,12,12,0.3713971028472549
14,16,16,20,17,18,17,19,19,19,17,18,21,22,22,0.9159921179519888
4,4,1,6,6,7,9,8,7,7,5,9,13,12,13,0.14655170888253088
14,15,14,17,17,18,20,20,17,20,20,20,23,21,21,0.9020940280635416
3,4,2,8,5,5,9,7,7,7,8,7,13,12,12,0.01613018201053995
3,1,3,7,7,5,10,5,9,9,9,5,13,12,12,0.10123774861404755
14,16,15,18,17,20,20,20,18,19,18,20,21,22,22,0.911744582814594
4,1,4,9,5,8,7,6,8,6,10,7,12,12,13,0.07966861855755347
16,14,16,20,18,19,17,18,19,18,19,19,21,21,23,0.6176888437737161
4,2,4,8,7,5,10,9,5,10,10,8,12,12,12,0.08050411563496851
1,4,4,6,6,7,6,6,6,6,7,7,13,11,13,0.09810436367066155
16,16,16,19,19,19,19,19,17,17,18,18,21,23,22,0.6281261133791853
16,16,14,18,20,20,17,19,17,19,18,17,21,21,23,0.9378247782345374
2,1,1,6,7,5,10,9,5,8,6,9,12,11,11,0.0759205590090607
3,2,3,10,6,5,9,8,5,10,5,6,12,12,12,0.05877128973256518
16,15,16,20,20,18,17,19,20,17,18,20,21,22,21,0.8385519889186357
2,4,1,5,10,6,6,5,6,7,10,5,11,13,12,0.13149832199843414
2,4,3,7,10,10,9,9,5,8,5,10,11,13,11,0.07485998526244786
1,3,1,8,8,5,5,8,10,8,10,8,11,13,11,0.1316728420204456
1,1,1,10,6,6,9,5,6,5,8,8,12,13,13,0.3691212029272226
14,16,14,18,20,17,20,17,20,19,19,19,21,21,21,0.874248319643664
14,14,16,17,19,20,20,19,19,19,17,19,22,22,21,0.9180314101864129
14,15,14,19,19,20,19,20,19,20,19,18,23,23,21,0.7152215543599503
4,3,4,7,6,7,8,6,10,5,9,9,12,13,13,0.2830382551680253
15,14,14,20,18,20,19,17,18,19,18,20,22,23,22,0.7433988085434545
2,1,3,9,10,8,10,9,6,9,9,5,11,11,13,0.07156201706174825
14,15,15,18,17,17,17,19,19,17,17,17,22,23,23,0.5008903735634774
15,16,14,18,20,17,17,20,18,20,19,20,23,21,23,0.6316256089637614
1,2,4,7,6,6,8,10,6,7,7,9,12,13,13,0.33635369866443
2,2,3,9,9,10,8,9,6,7,9,8,12,11,11,0.45501927506629847
16,15,14,19,17,20,19,19,19,18,19,20,22,22,23,0.9398878090582505
1,3,1,5,7,8,6,10,6,10,10,6,13,13,12,0.4392165207039751
15,15,16,19,19,18,20,20,19,18,20,20,21,22,22,0.8500195566262329
2,3,4,7,5,5,5,5,6,10,8,6,11,13,12,0.1519401590517362
3,3,2,8,8,7,5,7,10,5,5,9,13,11,13,0.0845669729538685
2,2,4,8,5,5,6,9,8,7,9,5,12,11,12,0.36009475174026084
1,4,3,6,10,8,5,6,5,10,5,10,11,13,11,0.2036283426845148
1,4,4,8,7,9,10,8,6,9,7,6,13,13,12,0.29356523290736125
4,3,2,10,9,10,5,7,10,6,10,5,12,12,13,0.08260392072303491
4,3,2,9,7,10,8,9,7,6,5,7,11,13,13,0.2053366120968021
2,2,4,7,10,5,10,10,7,8,8,7,13,12,11,0.44148652096584506
4,3,1,10,9,5,5,8,10,6,8,8,11,12,13,0.4032116329266676
16,16,15,20,19,19,19,20,18,17,19,20,21,23,23,0.7624811672583713
3,3,2,5,5,10,8,9,5,8,6,10,12,13,12,0.30913545215682847
4,4,2,9,5,7,5,5,9,9,5,7,12,13,12,0.1508198413057079
15,14,14,19,17,19,19,19,20,18,20,20,22,21,22,0.5114405339641864
3,3,2,5,6,10,8,8,8,7,7,6,11,13,12,0.22475402563204427
15,14,16,19,19,20,19,19,18,19,18,20,21,23,23,0.7755580718263353
14,14,16,20,17,17,19,18,17,19,20,17,23,21,21,0.6885808629053409
14,14,16,17,17,20,20,18,20,20,18,20,21,21,23,0.8675468936180852
4,3,3,6,6,10,6,7,7,5,8,5,12,12,11,0.1001312873754141
2,4,1,10,7,6,5,8,9,6,10,7,11,12,11,0.007785187996088072
15,15,15,17,20,20,18,17,20,20,20,18,22,21,22,0.6277912754239735
15,16,15,17,17,17,20,19,18,20,18,17,21,23,21,0.9903546562674063
3,3,3,9,5,5,9,9,10,10,7,10,12,11,12,0.4141018250605867
15,15,15,18,20,17,19,17,19,20,17,20,21,21,23,0.9462799144924656
15,14,16,17,18,18,18,19,17,20,17,18,21,22,21,0.6792111011367588
14,16,14,17,19,17,17,17,18,18,18,20,22,21,21,0.7046132642173059
4,3,3,10,5,8,7,8,8,5,7,8,13,13,11,0.25023428701158656
14,15,14,17,20,18,20,20,19,20,18,19,21,21,22,0.9900125928958006
1,2,2,6,8,9,8,6,5,10,6,9,13,13,11,0.13947526291522616
3,2,3,5,6,9,7,7,6,7,9,9,12,13,12,0.1443744737376571
3,1,1,10,10,6,5,7,5,8,7,5,12,11,12,0.1792847741533521
16,14,14,19,20,19,19,20,19,20,17,20,22,23,22,0.7152062672390436
15,15,16,17,20,17,19,19,17,18,19,18,21,22,21,0.9452211725481086
14,16,14,20,19,20,17,17,18,19,20,18,22,22,22,0.8901692495488841
2,2,4,8,10,6,9,9,10,9,6,9,12,12,11,0.24340931847160063
14,14,15,20,17,19,19,20,20,19,20,17,22,23,21,0.9053716520464697
15,16,16,18,18,17,18,19,20,17,20,17,21,22,23,0.6201488011819077
16,15,16,20,19,20,17,19,17,17,19,20,23,21,21,0.9426107205143437
1,2,1,6,9,9,9,7,10,10,6,9,13,13,12,0.2498691579304798
16,16,14,19,20,18,17,20,18,17,18,18,23,22,23,0.9799768991005243
4,3,1,6,9,10,7,6,8,5,10,8,11,13,13,0.32207944249978215
16,16,16,17,20,19,18,20,18,20,17,19,23,23,21,0.6873602474533332
16,14,16,17,18,19,19,18,17,20,19,18,22,21,22,0.7747800405715642
4,4,2,5,10,9,6,5,7,7,5,10,13,13,11,0.27206560267742563
14,14,16,19,17,18,20,17,19,20,17,19,23,23,22,0.6793433786503401
4,1,4,7,7,9,9,9,8,5,9,8,13,12,12,0.0434004053211724
3,4,3,7,5,8,6,10,10,10,6,10,11,11,11,0.232448720418573
14,16,15,17,17,18,19,17,18,20,18,18,22,22,23,0.7949268677303165
15,15,14,17,17,17,17,18,17,20,19,20,22,21,22,0.8341624367172352
14,14,15,19,20,20,20,17,19,20,17,19,21,21,21,0.8888552141259579
16,16,14,20,20,20,19,19,20,18,19,19,22,23,21,0.7673081954801918
3,2,4,10,10,8,7,10,10,6,7,8,11,11,11,0.13839552916009656
1,4,4,9,7,5,10,9,6,5,9,9,11,11,11,0.1415588487318592
2,1,3,8,7,10,5,10,8,9,10,6,12,13,12,0.4361643971892931
2,2,3,6,8,5,8,6,9,9,9,10,12,12,12,0.03253385661407093
3,2,1,7,8,7,9,5,5,7,5,8,13,12,13,0.22055472589076586
15,14,16,20,18,17,18,19,20,20,18,20,22,22,22,0.8559518301230221
15,15,15,19,20,17,18,20,19,20,17,18,22,22,23,0.6316007577468293
16,14,14,20,17,18,18,18,19,19,19,19,21,21,21,0.8810897032281453
14,15,15,20,18,19,20,18,17,19,20,18,21,23,22,0.5871226731850973
3,1,3,10,7,5,10,5,7,9,6,9,12,12,12,0.06432542556688314
2,1,1,9,5,9,10,7,6,8,8,9,11,13,11,0.05992250806609012
15,15,14,19,17,19,18,18,20,18,18,17,22,22,23,0.8311269363384991
1,1,2,5,7,6,5,9,5,8,9,5,11,13,11,0.21811369411289894
2,2,1,8,6,7,5,6,6,5,10,10,11,11,11,0.17416751886073845
3,2,3,6,10,7,7,6,6,8,5,8,11,13,12,0.36986313807090687
2,3,1,7,9,6,9,9,6,9,5,10,13,13,13,0.01626411530779448
14,16,14,17,17,18,18,17,20,17,18,20,21,21,21,0.9787496037575888
15,15,14,18,17,19,19,18,17,18,17,19,22,22,22,0.7365719593166832
1,1,1,6,7,10,10,10,7,6,10,6,12,11,13,0.01623154485595002
14,14,14,17,18,19,18,17,17,19,17,20,23,23,22,0.6887225335786721
14,15,15,17,18,17,20,19,20,20,18,19,23,23,23,0.75393154702782
2,1,1,6,8,10,8,9,5,8,9,7,11,13,13,0.46019779789581894
2,1,1,9,9,6,7,7,7,6,7,5,12,13,12,0.26010132210237613
15,16,16,19,17,17,20,20,17,17,17,18,21,23,21,0.5058055843621019
16,15,16,17,17,20,20,18,20,20,19,19,23,23,21,0.7111981063474777
16,14,16,20,20,20,19,17,19,19,17,17,21,23,22,0.6939885386205185
3,2,1,7,6,9,9,8,10,8,9,7,12,11,11,0.3111440277479657
4,2,2,10,6,8,10,10,10,10,6,7,11,13,13,0.2013618520772773
14,14,16,20,20,19,17,17,19,19,20,17,21,22,21,0.7402239687011292
2,4,3,10,6,8,9,10,7,6,9,9,13,13,13,0.22494032182771195
1,1,4,5,6,9,5,9,10,7,8,7,12,12,13,0.06361757508330579
4,2,1,10,7,7,8,8,7,7,9,5,12,12,11,0.13776725716976168
15,16,16,19,19,20,18,17,19,17,19,20,23,22,21,0.8366974282496988
4,2,3,7,7,7,8,8,9,10,7,7,13,11,13,0.1150808964755522
4,3,2,9,8,7,6,8,9,10,7,8,11,11,12,0.29312616474985587
4,4,4,8,6,5,9,6,7,9,5,9,11,13,12,0.12909453905671753
16,15,15,19,19,20,19,19,20,17,18,18,21,22,22,0.7368971575358123
4,2,4,5,5,9,9,7,6,10,7,7,13,12,13,0.17336596356547518
2,2,3,8,6,7,7,10,5,10,10,5,11,13,13,0.29324485901552677
15,16,16,17,18,20,20,19,20,17,20,18,23,23,22,0.6029843101304477
1,1,4,5,5,5,5,10,7,7,7,5,13,11,11,0.2928809918240246
1,4,1,9,5,9,6,8,6,6,7,7,13,11,13,0.47253756440991945
14,16,14,20,17,20,17,17,19,20,19,17,21,21,23,0.6026398445945805
14,14,15,18,18,17,17,19,19,19,17,17,23,21,23,0.8184946229971645
16,14,15,19,18,18,19,19,20,18,19,19,23,22,23,0.9335267461887616
3,3,3,6,9,10,5,10,5,10,9,9,13,13,12,0.11403297129885759
16,14,16,17,20,17,20,17,19,20,20,19,21,23,23,0.8056214160276431
15,15,14,18,17,20,17,19,18,19,19,18,22,22,21,0.656652367753105
2,2,1,6,7,7,8,10,6,6,8,10,13,13,13,0.3114477302992341
3,3,2,6,5,6,9,7,6,8,8,9,13,13,11,0.23312498100662837
15,16,15,19,17,19,17,18,20,17,19,18,21,21,21,0.8870277037649723
3,4,1,10,5,8,6,6,8,5,5,6,13,13,13,0.14137474360475322
14,16,14,17,18,19,18,17,19,17,20,18,23,22,22,0.6377495679813536
1,1,4,8,7,9,9,5,9,7,10,8,11,11,13,0.015496879403878228
2,2,3,9,9,5,10,8,5,10,10,6,12,12,13,0.14037901846576306
16,16,15,19,19,18,17,19,19,20,20,20,22,21,21,0.7512939583363833
3,1,3,9,5,5,7,5,8,6,8,6,11,11,13,0.14002099338092666
14,15,14,18,20,18,18,18,18,19,18,19,21,21,23,0.9849944382804546
15,15,14,18,20,19,19,19,19,19,18,17,22,21,23,0.8594953348773413
15,16,16,17,20,20,19,19,20,18,20,20,23,21,23,0.8241390481429471
4,3,1,8,10,8,8,10,5,6,9,6,13,13,12,0.40547886278238965
15,16,16,18,17,20,18,18,18,18,18,17,21,21,21,0.6097046045264208
2,1,3,9,10,10,8,5,10,5,7,9,13,13,11,0.08032961975960984
4,4,1,6,6,9,8,6,6,6,8,8,12,13,11,0.325292208933762
14,16,16,20,17,17,19,20,20,20,18,19,23,23,21,0.5271233042902845
15,14,16,18,17,17,17,20,18,20,19,17,22,22,22,0.9504575291587382
1,2,1,10,8,9,5,8,7,9,7,5,11,12,11,0.3401683371888191
3,4,4,5,9,5,10,10,8,7,9,9,12,11,13,0.4204735857428745
3,3,2,9,6,9,7,7,8,5,8,5,13,12,13,0.3946888185054003
15,16,16,17,17,19,18,18,20,19,20,20,21,23,23,0.5829775264555261
1,4,1,7,9,7,9,9,5,7,9,6,12,11,12,0.4329810713661635
1,4,2,7,6,7,7,10,5,6,5,5,13,11,13,0.09995520900728616
15,15,14,18,19,17,20,18,18,17,20,17,21,21,22,0.8467192706869391
14,14,14,17,19,20,17,17,20,19,18,20,21,22,22,0.9449586668496918
16,16,16,17,20,18,17,19,20,18,18,18,23,23,22,0.5244535548907311
14,15,16,17,19,18,19,20,19,18,18,17,22,22,22,0.92080078131926
4,1,4,8,7,6,5,9,7,9,7,5,12,13,13,0.06859344623058927
15,15,15,20,20,20,19,19,17,20,17,20,21,23,23,0.698326408581623
14,15,15,19,20,20,18,20,19,17,17,20,23,23,23,0.8662980947262868
1,1,1,9,10,8,6,8,8,10,10,6,11,11,11,0.1760305322993282
15,15,14,20,20,19,17,17,17,18,18,18,23,23,21,0.7863110551355946
14,16,14,19,17,18,17,20,19,20,18,20,23,23,23,0.6816006298580913
14,15,15,20,20,20,19,20,19,18,17,19,21,22,22,0.9160433878540531
4,2,2,8,9,8,8,6,6,6,10,6,11,12,13,0.3632579969913554
2,4,4,6,10,6,8,7,6,6,8,9,13,11,11,0.02386362125204533
1,2,1,10,6,6,5,9,6,9,9,7,11,13,13,0.19894201819195023
14,16,14,20,20,20,17,17,18,17,20,19,21,22,23,0.6535474653849179
2,2,3,6,6,9,7,10,9,10,5,7,11,12,13,0.4910415857732672
14,16,16,17,18,19,17,20,19,19,17,17,22,23,22,0.6824508069234462
2,1,3,7,8,6,8,10,7,8,5,8,13,12,12,0.2625734380973823
16,15,15,17,18,18,18,19,18,19,17,18,23,22,22,0.7453573858421456
15,14,14,18,20,19,20,20,17,19,17,18,23,22,23,0.8273900864667126
4,4,3,5,7,5,5,9,7,9,5,5,12,11,13,0.3433029451441423
14,16,14,17,17,19,19,19,17,18,19,18,21,22,23,0.7677929521048837
15,16,14,17,17,20,20,19,18,18,20,17,23,22,21,0.6917517921251689
14,15,15,17,17,20,18,18,20,17,19,18,22,22,21,0.6777560485749251
15,16,14,20,18,17,17,17,20,17,18,17,22,22,21,0.8628272217654656
4,2,2,6,5,5,5,10,10,5,7,9,11,13,12,0.02823623080329407
16,14,15,17,19,20,18,20,19,20,20,17,22,22,22,0.898567765610403
2,2,1,6,10,9,9,8,10,8,6,7,12,11,12,0.0843065881894598
3,3,2,8,9,7,9,10,6,7,7,8,12,13,11,0.41495894188461613
16,14,14,18,17,20,17,18,18,20,19,17,21,22,22,0.6883475996510111
16,16,14,19,17,17,20,17,19,18,17,19,23,23,23,0.7738864274899824
15,16,14,17,18,18,18,20,20,20,18,18,21,21,22,0.9064425827532285
1,3,2,5,10,10,6,6,5,6,5,7,11,12,13,0.16451050183287164
14,14,16,20,19,20,17,18,18,20,19,18,23,22,21,0.6190977866073245
3,2,1,5,10,5,8,10,10,6,8,5,11,11,12,0.16317489182827416
4,1,3,8,9,10,8,9,8,10,7,5,11,11,13,0.38820362684770504
4,2,4,9,6,5,10,5,9,10,9,5,13,12,13,0.2883335343107919
3,4,3,6,5,8,6,6,7,6,5,9,11,12,13,0.049965281204551126
16,14,14,17,20,20,17,18,18,20,17,17,21,23,21,0.7116126461798561
15,15,16,20,19,19,17,20,20,19,20,18,21,21,21,0.6343481231025453
14,15,15,19,18,17,19,20,20,19,18,20,22,21,22,0.652924710588677
15,14,16,20,20,19,17,17,17,17,18,20,22,23,23,0.9569351772130614
1,3,4,6,7,6,9,5,10,10,8,8,12,13,11,0.1788786955145545
3,2,2,6,8,10,8,10,8,5,10,7,11,13,13,0.1200324206250859
2,1,4,10,10,5,10,9,5,10,6,8,12,13,13,0.39418525028705165
16,15,16,19,19,17,17,17,19,18,18,20,22,23,22,0.7197969912862754
15,15,16,20,18,18,20,20,19,18,18,20,21,23,22,0.9957787562508288
4,2,4,6,9,5,5,10,6,7,5,7,13,13,12,0.38430924538616296
14,14,15,17,18,19,17,20,18,19,19,17,22,23,22,0.633965893151229
3,3,3,6,9,8,9,9,5,5,7,10,12,12,12,0.37861883646766525
15,16,16,19,19,20,19,19,19,17,19,17,22,21,22,0.6593916845908115
3,1,3,10,10,10,8,6,6,6,7,9,11,11,11,0.15330390098924485
1,3,3,10,8,8,7,9,10,9,5,10,13,12,11,0.13117407855812435
15,14,14,17,18,18,19,18,20,18,17,18,23,23,23,0.7869314831540372
15,15,15,19,18,19,17,18,18,17,19,18,23,23,23,0.8066019833234952
15,15,14,17,18,17,18,17,19,20,20,19,22,21,21,0.8622032296781179
16,15,14,18,17,17,17,18,20,19,17,17,22,22,21,0.7760532265426525
15,14,14,18,17,18,17,17,17,20,19,19,21,21,23,0.946522868675836
14,14,14,17,18,19,17,19,18,19,17,18,22,22,23,0.5546785719725279
1,1,1,6,6,8,10,5,10,5,7,10,12,13,11,0.3169119765240922
16,14,15,19,19,18,20,18,20,20,17,20,23,22,22,0.7327943718634183
14,16,15,18,20,19,17,18,19,20,20,19,23,23,22,0.5355200718631655
3,2,3,6,10,9,9,8,10,9,7,5,13,11,13,0.38587767022177877
14,15,15,20,18,20,18,18,20,17,19,19,23,22,21,0.6382931867123806
1,4,1,6,7,7,9,6,9,9,7,9,12,12,12,0.4623403998635569
3,1,2,8,5,5,6,6,6,10,8,8,13,11,12,0.4020326953839598
4,3,2,7,10,5,6,7,5,7,5,5,13,12,13,0.33397311030884425
16,16,14,17,17,18,17,19,20,20,20,18,23,22,22,0.8551212434476354
16,14,14,17,19,17,20,19,18,18,20,18,22,21,22,0.6553009802792513
15,14,16,20,20,20,20,17,17,17,19,17,22,21,23,0.7602942782067348
15,15,15,18,18,19,20,20,19,20,19,20,23,21,23,0.7637508877433817
16,14,15,20,17,20,20,18,19,17,19,20,21,21,21,0.7920281045143579
4,4,2,8,8,10,6,8,10,6,7,5,12,13,13,0.13008346082012057
16,14,16,18,18,20,18,20,17,18,20,19,23,23,21,0.5853278734396461
3,3,4,5,8,8,9,10,9,7,7,5,11,12,12,0.2606904831963095
16,16,14,20,20,17,19,17,17,19,18,17,22,22,22,0.8842885001621938
15,15,14,18,18,17,17,17,20,20,19,20,21,22,21,0.5139989623522003
3,3,1,7,10,8,7,6,6,10,6,9,13,12,13,0.3304003100736772
15,15,16,17,17,20,17,20,20,20,20,19,21,22,21,0.6471842074576605
15,14,16,20,19,19,19,17,18,18,17,20,23,22,22,0.7436179013959571
14,16,15,17,20,17,19,19,18,17,19,18,23,21,21,0.6829579790913071
3,1,3,6,6,9,6,5,5,8,8,9,11,13,12,0.21521832686305653
15,16,16,19,19,19,18,17,19,18,19,20,23,21,23,0.783890139461098
4,4,2,10,5,8,5,6,5,5,6,10,13,13,11,0.25717689112354647
3,1,4,9,5,10,8,5,5,8,7,8,11,12,13,0.4402509340496106
15,16,14,17,18,18,17,18,20,18,19,17,23,22,21,0.9522650947698413
15,14,15,17,18,17,17,20,18,18,17,19,23,21,23,0.8586943530551298
14,15,15,18,20,17,18,19,20,18,18,18,21,22,21,0.8973381907737474
14,16,14,18,18,19,20,17,19,18,20,17,21,22,21,0.5634623179287376
16,14,16,19,20,19,19,19,19,18,17,17,23,23,22,0.5091785146709329
4,2,3,10,5,5,8,9,5,9,5,10,12,11,13,0.26801645789113027
4,1,4,5,5,7,7,6,7,6,9,9,11,12,12,0.2276473059420192
1,2,2,10,7,8,9,8,5,10,5,7,11,13,11,0.33321771048404647
4,1,2,9,7,10,7,7,8,6,5,6,12,11,11,0.06016083528742655
3,1,3,7,5,10,8,5,6,10,6,6,11,11,13,0.3836787354322885
15,15,14,19,19,20,20,18,20,17,17,18,22,23,21,0.7305914316375565
15,16,14,18,19,19,18,19,17,19,20,18,21,21,23,0.7485682338097388
4,1,4,7,7,6,6,5,7,6,8,7,13,12,13,0.4035836788029695
14,14,15,20,17,18,19,20,18,20,19,18,22,23,22,0.6245096896466229
4,4,4,10,5,6,7,5,9,6,5,7,11,12,12,0.2909208458216176
3,4,1,8,8,9,6,9,9,9,5,5,11,11,12,0.26514429237621273
15,16,16,19,18,17,18,19,19,20,18,17,21,21,23,0.8043829960581946
14,16,14,18,20,17,19,17,20,20,19,20,22,22,21,0.8270770643080003
14,15,16,20,20,18,20,18,18,18,19,17,21,23,21,0.6932017609449884
15,14,16,19,17,18,18,19,18,20,19,20,22,22,22,0.8124928599552775
1,2,4,9,9,5,8,9,6,10,5,7,13,12,13,0.37606143830881844
14,15,15,20,17,20,20,17,17,20,17,19,23,22,23,0.7493248414770005
15,16,14,18,17,19,17,19,19,18,17,19,22,23,22,0.580590397898144
14,14,15,19,17,20,20,20,18,19,20,17,21,23,23,0.5879107962227565
16,15,16,19,17,18,18,18,17,17,19,20,22,21,23,0.5476336017083877
14,15,16,20,20,18,19,18,18,17,20,20,22,21,21,0.7436745542566576
15,15,16,19,20,20,20,19,17,20,18,17,22,23,23,0.5886140537823225
15,16,15,20,18,18,18,20,20,18,18,17,21,21,22,0.7048875476980858
4,3,4,7,10,5,10,7,6,5,10,10,12,13,13,0.25346571521618166
4,3,4,5,8,6,9,8,9,8,6,7,12,12,11,0.4111385540639232
1,1,4,8,10,5,10,9,10,8,5,5,12,11,13,0.0013635863606699106
16,16,16,18,17,18,20,18,19,18,19,18,21,23,23,0.6273582137931051
14,14,15,17,19,18,20,19,17,19,19,17,23,23,23,0.6162380669349108
3,2,4,9,6,6,8,7,5,6,6,6,11,11,13,0.08929124396451149
16,14,14,17,20,18,20,19,18,17,20,19,22,22,22,0.6698792158598885
2,3,3,7,9,6,9,10,10,6,10,5,13,12,13,0.3744055267182912
15,14,16,19,18,19,19,18,18,19,17,20,21,23,21,0.6109862799976818
2,4,1,5,9,9,6,9,9,7,6,5,11,12,13,0.3674856335706258
1,4,2,10,5,7,5,9,5,6,7,9,13,13,13,0.05404953063859974
14,15,15,20,17,19,17,17,19,18,19,18,21,21,21,0.6628110596302479
3,4,1,6,8,9,6,10,9,9,7,8,13,11,12,0.03365322471475041
1,3,2,6,6,7,8,9,9,9,10,7,11,12,11,0.28104369595260337
3,1,4,10,5,7,5,8,7,5,6,10,11,13,13,0.3993723193665142
16,16,14,17,18,17,19,19,18,19,20,20,22,22,23,0.712585527869462
4,1,2,9,8,8,5,7,7,7,8,10,13,12,11,0.25501229579303264
2,3,4,9,6,8,6,7,8,10,9,10,11,11,12,0.23638154992623606
14,15,16,19,20,17,19,17,20,19,17,18,22,22,23,0.6439824253157995
15,15,15,19,19,20,17,19,18,19,20,17,22,22,22,0.5077357314866744
2,2,2,9,7,5,7,7,7,10,6,10,13,12,12,0.12061335125430361
14,15,15,18,17,20,19,20,20,17,18,18,22,22,22,0.817604644805673
16,16,14,17,20,19,17,17,17,18,19,19,23,22,21,0.79534115048981
3,2,2,5,7,6,9,5,9,10,10,8,13,12,13,0.014804343637005335
15,15,14,20,19,19,17,17,20,17,19,20,23,21,22,0.832086033901801
2,3,4,5,7,8,8,9,6,6,9,5,11,13,11,0.25376917602214266
14,15,14,18,17,18,18,20,20,20,18,20,22,21,21,0.7722261529320313
14,15,15,18,17,20,18,20,18,19,19,17,21,21,23,0.8171278565595117
1,4,1,6,10,10,5,5,9,6,10,7,11,12,13,0.1014125399711947
16,16,14,19,19,19,19,19,20,18,18,19,21,22,23,0.5544803748149988
14,15,15,19,20,18,18,20,19,17,20,19,22,22,23,0.782448861424275
1,1,2,5,10,6,9,10,6,5,5,7,13,12,13,0.14942303003185187
14,15,16,20,17,17,20,17,17,19,19,19,22,23,23,0.9121578403409678
14,15,16,19,17,17,18,17,20,19,17,20,21,21,23,0.67810132620688
15,14,16,20,17,18,17,17,18,18,17,17,22,21,21,0.6891427521276031
2,2,4,7,7,6,10,10,7,5,7,9,11,13,13,0.21477361659881533
4,1,4,6,10,6,8,8,7,9,7,8,13,12,12,0.22315997857034553
16,16,15,18,17,17,20,19,20,20,17,17,23,23,22,0.996572882970998
16,15,15,17,18,20,19,17,17,17,18,18,23,21,22,0.9950555222536075
4,3,2,6,8,9,8,5,6,8,8,7,12,13,13,0.45879676228779
15,16,14,19,18,17,18,17,18,19,17,18,23,22,23,0.5866410689179584
15,16,16,19,18,17,18,18,20,17,20,17,23,21,23,0.6429243445317022
16,14,16,18,20,19,18,17,19,18,18,19,23,21,21,0.7195215329898814
2,1,4,6,9,8,7,6,8,10,10,6,12,11,11,0.05395075901146218
15,15,15,20,17,20,19,19,20,17,20,19,23,22,21,0.6063376821807017
14,14,14,20,19,19,18,17,20,17,19,20,22,21,21,0.8745883103787164
4,4,3,7,10,5,5,8,9,8,10,7,13,13,11,0.13447759589171837
15,14,14,20,20,18,17,18,19,18,18,19,23,23,21,0.5775323647423494
14,16,14,18,19,19,19,19,20,17,20,17,23,23,21,0.5306787595342378
15,14,15,19,18,17,19,20,17,20,20,18,21,21,22,0.8826006695854868
3,4,3,6,8,7,7,10,5,9,8,7,11,12,12,0.21957041501545937
15,15,15,18,19,17,17,18,18,17,19,19,21,22,23,0.8913305746501147
15,16,16,20,20,19,18,19,18,17,19,17,23,23,23,0.6186388876307639
14,16,15,19,19,18,17,20,19,20,19,19,23,23,22,0.9819038979234118
2,2,4,9,10,6,10,6,8,6,6,6,13,12,13,0.30154344562029545
1,1,1,9,7,5,7,7,9,8,6,9,11,11,11,0.14101297889607867
14,16,16,20,18,18,19,17,18,17,17,17,23,21,22,0.536642796872587
15,16,14,17,20,18,19,19,20,20,19,18,21,23,22,0.8892537647907047
4,1,1,5,6,7,8,10,5,5,9,8,12,11,13,0.18152291144593358
16,16,15,20,20,20,17,18,20,17,20,19,21,23,23,0.5744185154515111
16,16,15,20,18,18,18,20,19,17,17,19,21,21,23,0.9007558883523094
2,2,2,7,5,5,7,6,5,5,8,10,11,13,13,0.09105619926354858
3,3,1,7,10,6,10,7,7,5,5,8,12,12,12,0.2686568061750296
15,14,14,17,17,18,17,17,18,18,17,20,23,22,23,0.7805991391023267
15,15,15,18,17,19,19,20,17,17,20,18,22,23,22,0.919589527155806
1,4,2,9,5,6,6,7,6,7,7,9,12,13,11,0.1772490918868188
2,2,1,9,10,5,6,5,9,7,10,5,11,13,12,0.4556874263230529
1,1,3,8,9,7,8,9,10,9,8,10,11,11,13,0.30259393726349315
3,4,3,6,5,7,10,6,8,8,6,6,11,12,11,0.4332957855073847
14,14,16,20,18,20,19,17,20,20,20,20,21,23,21,0.9807725867017418
15,14,14,19,19,20,19,18,17,20,18,19,22,22,21,0.5207532808774277
4,3,3,9,5,7,6,8,8,8,5,5,12,13,11,0.48087639138117955
4,4,2,9,7,7,7,10,6,5,7,9,13,11,13,0.24319146545231785
2,2,1,8,5,9,5,8,5,6,8,9,13,12,11,0.28792694806152486
